"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 강남구청","서울특별시 강남구 도산대로92길 10 (청담동, 청담대우유로카운티)",서울특별시 강남구 청담동 50-6 (대우유로카운티A 103동 앞),생활방범,4,200,360도전방면,30,2004-08,02-3423-6963,37.522968,127.049490,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 청담동 54-7,서울특별시 강남구 청담동 54-7,생활방범,1,41,360도전방면,30,2004-08,02-3423-6963,37.523364,127.053993,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 도산대로92길 10 (청담동, 청담대우유로카운티)",서울특별시 강남구 청담동 51-1 (대우유로카운티A 101동 담장),생활방범,1,41,360도전방면,30,2004-08,02-3423-6963,37.523787,127.050880,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로100길 25 (청담동),서울특별시 강남구 청담동 55,생활방범,1,41,360도전방면,30,2004-08,02-3423-6963,37.523098,127.052323,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로 720 (청담동),서울특별시 강남구 청담동 63-19,생활방범,1,41,360도전방면,30,2004-08,02-3423-6963,37.520205,127.050383,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로131길 26 (청담동),서울특별시 강남구 청담동 61-10 (청담공원 담장),생활방범,5,200,360도전방면,30,2004-08,02-3423-6963,37.521651,127.050542,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 학동로95길 19 (청담동),서울특별시 강남구 청담동 69 (청담공원 담장),생활방범,1,41,360도전방면,30,2009-02,02-3423-6963,37.522218,127.053416,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 학동로 519 (청담동),서울특별시 강남구 청담동 73-4,생활방범,3,200,360도전방면,30,2004-08,02-3423-6963,37.520438,127.055573,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 학동로77길 49 (청담동, 삼환아파트)",서울특별시 강남구 청담동 10 (삼환A 담장),생활방범,4,200,360도전방면,30,2005-07,02-3423-6963,37.521013,127.047339,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 압구정로62길 12 (청담동, 효성빌라)",서울특별시 강남구 청담동 82-7 (효성빌라 2동 담장),생활방범,5,400,360도전방면,30,2004-08,02-3423-6963,37.526276,127.043468,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로152길 10 (청담동),서울특별시 강남구 청담동 87,생활방범,5,200,360도전방면,30,2004-08,02-3423-6963,37.524070,127.040212,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로61길 10 (청담동),서울특별시 강남구 청담동 93-3,생활방범,1,41,360도전방면,30,2009-02,02-3423-6963,37.524458,127.042877,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로67길 15 (청담동),서울특별시 강남구 청담동 94-4,생활방범,1,41,360도전방면,30,2009-02,02-3423-6963,37.524915,127.044417,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 청담동 96-28,서울특별시 강남구 청담동 96-28,생활방범,4,200,360도전방면,30,2004-08,02-3423-6963,37.524860,127.045989,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로71길 9 (청담동),서울특별시 강남구 청담동 142 (청담초 담장),어린이보호,1,41,360도전방면,30,2009-02,02-3423-6963,37.527286,127.045668,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로124길 12-4 (논현동),서울특별시 강남구 논현동 217-6,생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.512398,127.032783,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 봉은사로43길 6-4 (논현동, 이안논현빌라트)",서울특별시 강남구 논현동 277-26,생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.509608,127.040002,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로147길 31 (논현동),서울특별시 강남구 논현동 68-3,생활방범,5,200,360도전방면,30,2015-08,02-3423-6963,37.519307,127.031745,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정동 497,서울특별시 강남구 압구정동 497,생활방범,4,200,360도전방면,30,2012-11,02-3423-6963,37.531503,127.037912,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로 311 (압구정동),서울특별시 강남구 압구정 483 (압구정아람어린이집 앞),어린이보호,4,200,360도전방면,30,2013-12,02-3423-6963,37.529132,127.035532,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로189길 6 (압구정동),서울특별시 강남구 신사동 622,생활방범,5,200,360도전방면,30,2011-12,02-3423-6963,37.526376,127.031548,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정동 479 (현대A3차 61동 주변),서울특별시 강남구 압구정동 479 (현대A3차 61동 주변),생활방범,3,200,360도전방면,30,2014-01,02-3423-6963,37.532734,127.032384,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 837 (신사동),서울특별시 강남구 신사동 664-8,생활방범,4,200,360도전방면,30,2014-09,02-3423-6963,37.526941,127.039982,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로160길 18,서울특별시 강남구 압구정동 593-19,생활방범,4,200,360도전방면,30,2014-09,02-3423-6963,37.522634,127.029674,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로160길 25,서울특별시 강남구 압구정동 596-16,생활방범,5,200,360도전방면,30,2014-09,02-3423-6963,37.522603,127.030382,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로164길 33 (신사동),서울특별시 강남구 신사동 595-13,생활방범,4,200,360도전방면,30,2015-02,02-3423-6963,37.522718,127.031342,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 압구정로32길 38 (신사동, 현대맨션)",서울특별시 강남구 신사동 604,생활방범,5,200,360도전방면,30,2015-02,02-3423-6963,37.525431,127.029848,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로30길 9 (신사동),서울특별시 강남구 신사동 612,생활방범,5,200,360도전방면,30,2015-08,02-3423-6963,37.526896,127.029221,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로42길 41 (신사동),서울특별시 강남구 신사동 645,생활방범,5,200,360도전방면,30,2015-08,02-3423-6963,37.526241,127.034622,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로 110,서울특별시 강남구 논현동 2 (신사역1번출구 주변),교통단속,1,41,360도전방면,30,2006-09,02-3423-6963,37.516454,127.020782,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현동 22-1 (신동아논현아파트 주변),서울특별시 강남구 논현동 22-1 (신동아논현아파트 주변),교통단속,1,41,360도전방면,30,2006-09,02-3423-6963,37.515205,127.022642,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 학동로 156,서울특별시 강남구 논현동 126-5 (디오스인갤러리 주변),교통단속,1,400,360도전방면,30,2010-01,02-3423-6963,37.512973,127.027904,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 강남대로122길 50 (논현동),서울특별시 강남구 논현동 169 (논현초등학교 정문 주변),어린이보호,1,200,360도전방면,30,2015-12,02-3423-6963,37.508887,127.027004,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 학동로 204,서울특별시 강남구 논현동 207 (학동역3번출구 주변),교통단속,1,41,360도전방면,30,2005-02,02-3423-6963,37.513842,127.031078,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현동 208-5 (학동역2번출구 주변),서울특별시 강남구 논현동 208-5 (학동역2번출구 주변),교통단속,1,41,360도전방면,30,2005-02,02-3423-6963,37.514254,127.032201,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로129길 21,서울특별시 강남구 논현동 212 (논현주차장 주변),교통단속,1,200,360도전방면,30,2005-02,02-3423-6963,37.513946,127.033435,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 학동로 226,서울특별시 강남구 논현동 209-2 (학동역1번출구 주변),교통단속,1,41,360도전방면,30,2005-02,02-3423-6963,37.514723,127.033685,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로 228,서울특별시 강남구 논현동 62 (조일빌딩 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.520688,127.031946,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현동 211-14 (강남플라자웨딩 주변),서울특별시 강남구 논현동 211-14 (강남플라자웨딩 주변),교통단속,1,200,360도전방면,30,2005-07,02-3423-6963,37.513196,127.035169,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 개포로 303 (개포동,현대1차아파트)",서울특별시 강남구 개포동 653 (개포현대A 104동쪽 출입구),생활방범,3,200,360도전방면,30,2014-09,02-3423-6963,37.482275,127.053412,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 29 (개포동),서울특별시 강남구 개포동 660-10,어린이보호,4,200,360도전방면,30,2015-02,02-3423-6963,37.481835,127.059610,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 언주로6길 21 (개포동,명스튜디오)",서울특별시 강남구 개포동 660-21,생활방범,4,200,360도전방면,30,2015-02,02-3423-6963,37.477309,127.058422,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 29 (개포동),서울특별시 강남구 개포동 660-10 (개원초 후문 저수조와 개포주공1단지 26동 쪽 사이 ),생활방범,3,200,360도전방면,30,2015-08,02-3423-6963,37.480673,127.058757,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 개포로 310 (개포동,개포주공1차아파트)",서울특별시 강남구 개포동 660-12 (개포주공1단지 75동 앞길),생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.479797,127.057142,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 양재대로 478,서울특별시 강남구 개포동 570 (구룡마을 8지구 구룡산 2호 공영주차장 내),생활방범,3,200,360도전방면,30,2015-08,02-3423-6963,37.477524,127.065706,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 개포동 649-1,서울특별시 강남구 개포동 649-1,생활방범,3,200,360도전방면,30,2015-12,02-3423-6963,37.485808,127.054649,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 개포로 307 (개포동),서울특별시 강남구 개포동 651-1 (개포우성 9차A 입구),생활방범,4,200,360도전방면,30,2015-12,02-3423-6963,37.483979,127.057306,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 7 (개포동),서울특별시 강남구 개포동 141 (개포주공1단지 112동 앞),생활방범,4,400,360도전방면,30,2016-07,02-3423-6963,37.478186,127.060220,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 개포로 310 (개포동, 개포주공1차아파트)",서울특별시 강남구 개포동 660-1 (개포1단지 31동~51동 사이),생활방범,4,200,360도전방면,30,2016-12,02-3423-6963,37.479874,127.059281,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로8길 26 (개포동),서울특별시 강남구 개포동 160-3,생활방범,4,200,360도전방면,30,2005-07,02-3423-6963,37.483668,127.062572,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로12길 12 (개포동),서울특별시 강남구 개포동 169-3,어린이보호,4,200,360도전방면,30,2008-01,02-3423-6963,37.483644,127.061163,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로18길 15 (개포동),서울특별시 강남구 개포동 170-12,생활방범,4,200,360도전방면,30,2005-07,02-3423-6963,37.484505,127.061309,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로18길 8 (개포동),서울특별시 강남구 개포동 172-2,어린이보호,4,200,360도전방면,30,2005-07,02-3423-6963,37.483889,127.059905,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 개포로 402 (개포동),서울특별시 강남구 개포동 173 (개포고 담장),생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.484573,127.060091,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 개포로 401 (개포동),서울특별시 강남구 개포동 174 (개일초 정문),어린이보호,1,41,360도전방면,30,2009-02,02-3423-6963,37.485067,127.058019,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 개포로 511 (개포동),서울특별시 강남구 개포동 182 (양전초 뒤 산책로),생활방범,1,41,360도전방면,30,2009-02,02-3423-6963,37.490296,127.068737,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 강남대로 262 (도곡동),서울특별시 강남구 도곡동 949-3,생활방범,4,200,360도전방면,30,2015-02,02-3423-6963,37.487208,127.033646,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로2길 34 (도곡동),서울특별시 강남구 도곡동 948-30,생활방범,4,200,360도전방면,30,2015-02,02-3423-6963,37.487701,127.034161,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 남부순환로373길 24 (도곡동, 포레스트빌)",서울특별시 강남구 도곡동 193-29 (포레스트빌A 옆편 삼거리),생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.487332,127.043729,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 남부순환로365길 43 (도곡동),서울특별시 강남구 도곡동 902-1 (경남A 앞),생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.488339,127.040201,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 수서동 199-3(SRT 주차장입구),서울특별시 강남구 수서동 199-3(SRT 주차장입구),생활방범,3,200,360도 전방면,30,2017-06,02-3423-6963,37.485881,127.106247,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 양재대로 781(수서동),서울특별시 강남구 수서동 752(한국지역난방공사 정문 앞),생활방범,3,200,360도 전방면,30,2017-06,02-3423-6963,37.492329,127.094383,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 양재대로 781(수서동),서울특별시 강남구 수서동 752(북단 육교엘리베이터 앞),생활방범,3,200,360도 전방면,30,2017-06,02-3423-6963,37.492555,127.095676,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 광평로34길 35(수서동, 강남더샵포레스트아파트)",서울특별시 강남구 수서동 537 (그린프라자 옆),생활방범,3,200,360도 전방면,30,2017-06,02-3423-6963,37.482456,127.094585,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 밤고개로23길 14-26(율현동),서울특별시 강남구 율현동 201-2,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.471849,127.108890,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 세곡동 603(화장실 주변),서울특별시 강남구 세곡동 603(화장실 주변),생활방범,3,200,360도 전방면,30,2017-06,02-3423-6963,37.466281,127.094950,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 세곡동 512-10,서울특별시 강남구 세곡동 512-10,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.470832,127.093075,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 자곡로 204-19(자곡동),서울특별시 강남구 자곡동 663,생활방범,3,200,360도 전방면,30,2017-06,02-3423-6963,37.474010,127.104240,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 밤고개로 254(율현동),서울특별시 강남구 율현동 293,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.471573,127.106589,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 역삼동 702-1(역삼지하보도 내),서울특별시 강남구 역삼동 702-1(역삼지하보도 내),생활방범,7,200,지하보도 내부,30,2017-06,02-3423-6963,37.502510,127.042772,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 밤고개로21길 15(자곡동),서울특별시 강남구 자곡동 361-2,어린이보호,4,200,360도 전방면,30,2017-06,02-3423-6963,37.474156,127.109270,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로146길 46(논현동),서울특별시 강남구 논현동 100-4,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.520595,127.038389,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 학동로45길 8(논현동),서울특별시 강남구 논현동 117-8,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.516864,127.037954,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로30길 31(논현동),서울특별시 강남구 논현동 73-16,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.517875,127.030325,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로65길 17(역삼동),서울특별시 강남구 역삼동 783-16,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.494971,127.044339,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 광평로51길 49(수서동, 주공아파트)",서울특별시 강남구 수서동 707(수서주공1단지 109동 뒤),생활방범,3,200,360도 전방면,30,2017-06,02-3423-6963,37.491310,127.098962,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 자곡로 180(자곡동),서울특별시 강남구 자곡동 651,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.473169,127.103052,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 헌릉로571길 23-15(세곡동),서울특별시 강남구 세곡동 572,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.467362,127.100161,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로 172(도곡동),서울특별시 강남구 도곡동 410-9,생활방범,4,200,360도 전방면,30,2017-06,02-3423-6963,37.485049,127.041826,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로71길 29-13(역삼동),서울특별시 강남구 역삼동 792-38,생활방범,3,200,360도 전방면,30,2017-06,02-3423-6963,37.493998,127.036990,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로68길 15(대치동),서울특별시 강남구 대치동 920-25,어린이보호,4,200,360도 전방면,30,2017-06,02-3423-6963,37.499213,127.053032,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로61길 21 (삼성동),서울특별시 강남구 삼성동 40-25,생활방범,3,200,360도전방면,30,2015-02,02-3423-6963,37.512417,127.045866,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로73길 35 (삼성동),서울특별시 강남구 삼성동 25-21,생활방범,5,200,360도전방면,30,2015-02,02-3423-6963,37.514834,127.049825,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 테헤란로77길 7 (삼성동),서울특별시 강남구 삼성동 143-28,생활방범,5,200,360도전방면,30,2015-02,02-3423-6963,37.506834,127.054642,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로68길 17-9 (삼성동),서울특별시 강남구 삼성동 115-44,생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.510698,127.051180,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로96길 5 (삼성동),서울특별시 강남구 삼성동 140-7,생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.506172,127.048795,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로119길 37-9 (삼성동),서울특별시 강남구 삼성동 26-24,생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.515043,127.048559,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로68길 17 (삼성동),서울특별시 강남구 삼성동 115-11,생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.510775,127.050496,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로100길 48 (삼성동),서울특별시 강남구 삼성동 142-11,어린이보호,5,200,360도전방면,30,2015-12,02-3423-6963,37.506813,127.051129,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로112길 21-13 (삼성동),서울특별시 강남구 삼성동 39-15,생활방범,3,200,360도전방면,30,2015-12,02-3423-6963,37.512192,127.045172,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로116길 39 (삼성동),서울특별시 강남구 삼성동 28 (강남교육지원청 코너),어린이보호,3,200,360도전방면,30,2016-06,02-3423-6963,37.513360,127.046499,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로71길 19 (삼성동),서울특별시 강남구 삼성동 47-16,생활방범,5,400,360도전방면,30,2016-07,02-3423-6963,37.513642,127.049683,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성동 116-4,서울특별시 강남구 삼성동 116-4,생활방범,1,200,360도전방면,30,2016-07,02-3423-6963,37.511745,127.051146,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 학동로56길 45 (삼성동),서울특별시 강남구 삼성동 10-6,생활방범,3,400,360도전방면,30,2016-07,02-3423-6963,37.514253,127.043357,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로120길 15 (삼성동),서울특별시 강남구 삼성동 10-28,생활방범,4,400,360도전방면,30,2016-07,02-3423-6963,37.514034,127.043863,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로67길 14,서울특별시 강남구 삼성동 46-8,생활방범,1,200,360도전방면,30,2016-07,02-3423-6963,37.512527,127.048528,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로120길 4-2,서울특별시 강남구 삼성동 34-6,생활방범,4,200,360도전방면,30,2016-12,02-3423-6963,37.513456,127.043158,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로70길 11 (삼성동),서울특별시 강남구 삼성동 115-35,생활방범,3,200,360도전방면,30,2016-12,02-3423-6963,37.511267,127.050696,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로107길 11,서울특별시 강남구 삼성동 121-22,생활방범,5,200,360도전방면,30,2016-12,02-3423-6963,37.511337,127.052894,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 테헤란로69길 5 (삼성동),서울특별시 강남구 삼성동 142-26,생활방범,4,200,360도전방면,30,2016-12,02-3423-6963,37.506334,127.052512,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로68길 55 (삼성동),서울특별시 강남구 삼성동 124-15,생활방범,4,200,360도전방면,30,2016-12,02-3423-6963,37.508792,127.052623,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로103길 17-5 (삼성동),서울특별시 강남구 삼성동 125-15,생활방범,3,200,360도전방면,30,2016-12,02-3423-6963,37.509643,127.053363,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로99길 14 (삼성동, 삼성파크아파트)",서울특별시 강남구 삼성동 126 (125-24 건너편),생활방범,4,200,360도전방면,30,2016-12,02-3423-6963,37.509553,127.053825,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로50길 8 (논현동),서울특별시 강남구 논현동 92-6,생활방범,5,200,360도전방면,30,2015-08,02-3423-6963,37.521752,127.037519,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로148길 14 (논현동),서울특별시 강남구 논현동 98-12,생활방범,5,200,360도전방면,30,2015-08,02-3423-6963,37.520832,127.036703,2017-11-13
